Sample_ID,Year,Country,Continent,NG_MAST,azm_mic,cip_mic,cfx_mic
17150_2#53,2013,The Netherlands,Europe,4643,0.094,0.002,0.016
17150_2#54,2013,The Netherlands,Europe,11072,0.19,12,0.023
17150_2#55,2013,The Netherlands,Europe,8919,0.125,0.003,0.016
17150_2#56,2013,The Netherlands,Europe,1285,0.047,0.75,0.016
17150_2#57,2013,The Netherlands,Europe,8154,0.25,0.004,0.016
17150_2#58,2013,Sweden,Europe,7445,1,0.006,0.016
17150_2#59,2013,Sweden,Europe,1103,0.38,32,0.023
17150_2#6,2013,The Netherlands,Europe,4822,0.19,32,0.047
17150_2#60,2013,Sweden,Europe,10006,0.5,32,0.125
17150_2#61,2013,Sweden,Europe,7164,0.38,0.004,0.016
17150_2#62,2013,Sweden,Europe,7164,0.25,0.004,0.016
17150_2#63,2013,Sweden,Europe,217,0.19,32,0.016
17150_2#64,2013,Sweden,Europe,multiple,0.19,12,0.047
17150_2#65,2013,Sweden,Europe,1313,0.19,0.004,0.016
17150_2#66,2013,Sweden,Europe,7164,0.38,0.004,0.016
17150_2#67,2013,Sweden,Europe,292,0.094,0.004,0.016
17150_2#68,2013,Sweden,Europe,4186,0.032,0.004,0.016
17150_2#69,2013,Sweden,Europe,7445,1,0.004,0.016
17150_2#7,2013,The Netherlands,Europe,4995,0.25,3,0.016
17150_2#70,2013,Sweden,Europe,10013,0.064,4,0.016
17150_2#71,2013,Sweden,Europe,13301,0.25,0.004,0.016
17150_2#72,2013,Greece,Europe,292,0.19,0.006,0.023
17150_2#73,2013,Greece,Europe,4730,1,32,0.064
17150_2#74,2013,Greece,Europe,8329,1,0.023,0.125
17150_2#75,2013,Greece,Europe,225,0.5,32,0.023
17150_2#76,2013,Greece,Europe,11059,0.38,32,0.094
17150_2#77,2013,Sweden,Europe,5445,1,0.032,0.023
17150_2#78,2013,Greece,Europe,8465,0.38,0.006,0.016
17150_2#79,2013,Greece,Europe,3806,1,32,0.25
17150_2#8,2013,The Netherlands,Europe,4822,0.25,32,0.064
17150_2#80,2013,Greece,Europe,225,0.75,32,0.047
17150_2#81,2013,Greece,Europe,8919,0.19,0.008,0.016
17150_2#82,2013,Greece,Europe,4528,0.19,0.008,0.016
17150_2#83,2013,Denmark,Europe,1993,0.032,0.002,0.016
17150_2#84,2013,Denmark,Europe,1993,0.38,0.004,0.016
17150_2#85,2013,Denmark,Europe,2400,0.25,32,0.032
17150_2#86,2013,Denmark,Europe,4947,1,32,0.25
17150_2#87,2013,Denmark,Europe,6974,0.25,32,0.094
17150_2#88,2013,Denmark,Europe,9816,0.047,0.003,0.016
17150_2#89,2013,Denmark,Europe,5624,0.25,2,0.023
17150_2#9,2013,The Netherlands,Europe,2400,0.19,16,0.032
17150_2#90,2013,Denmark,Europe,995,0.19,0.002,0.047
17150_2#91,2013,Denmark,Europe,7674,0.38,0.004,0.016
17150_2#92,2013,Denmark,Europe,13299,0.047,2,0.064
17150_2#93,2013,Denmark,Europe,2400,0.19,8,0.023
17328_3#36,2013,Germany,Europe,-,NA,NA,0.016
17328_3#37,2013,Germany,Europe,1407,NA,NA,0.016
17328_3#38,2013,Germany,Europe,4706,0.75,NA,0.125
17328_3#39,2013,Germany,Europe,5120,NA,NA,0.016
17328_3#40,2013,Germany,Europe,6969,NA,NA,0.094
17328_3#41,2013,Germany,Europe,4751,NA,NA,0.016
17328_3#42,2013,Germany,Europe,10782,NA,NA,0.064
17328_3#43,2013,Germany,Europe,11614,NA,NA,0.125
17328_3#44,2013,Germany,Europe,-,NA,NA,0.016
17328_3#45,2013,Germany,Europe,5553,NA,NA,0.016
17328_3#46,2013,Germany,Europe,10783,NA,NA,0.064
17328_3#47,2013,Germany,Europe,10825,NA,NA,0.023
17328_3#48,2013,Germany,Europe,1407,NA,NA,0.047
17328_3#49,2013,Germany,Europe,2400,NA,NA,0.032
17328_3#50,2013,Germany,Europe,11479,NA,NA,0.016
17328_3#51,2013,Germany,Europe,6961,NA,NA,0.016
17328_3#52,2013,Germany,Europe,4995,NA,NA,0.016
17328_3#53,2013,Germany,Europe,2226,NA,NA,0.016
17328_3#54,2013,Germany,Europe,2226,NA,NA,0.016
17328_3#55,2013,Germany,Europe,2992,NA,NA,0.016
17328_3#56,2013,Germany,Europe,4275,NA,NA,0.19
17328_3#57,2013,Germany,Europe,359,NA,NA,0.032
17328_3#58,2013,Germany,Europe,10826,NA,NA,0.016
17328_3#59,2013,Germany,Europe,10784,NA,NA,0.032
17328_3#60,2013,Germany,Europe,387,NA,NA,0.016
17328_3#61,2013,Germany,Europe,4995,NA,NA,0.016
17328_3#62,2013,Germany,Europe,25,NA,NA,0.016
17328_3#63,2013,Germany,Europe,11613,NA,NA,0.016
17328_3#64,2013,Germany,Europe,25,NA,NA,0.016
17328_3#65,2013,Germany,Europe,7072,NA,NA,0.125
17328_3#66,2013,Germany,Europe,11608,NA,NA,0.016
17328_3#67,2013,Germany,Europe,359,NA,NA,0.047
17328_3#68,2013,Germany,Europe,387,NA,NA,0.016
17328_3#69,2013,Germany,Europe,9500,NA,NA,0.016
17328_3#70,2013,Germany,Europe,6961,NA,NA,0.016
17328_4#1,2013,Germany,Europe,9500,NA,NA,0.023
17328_4#10,2013,Latvia,Europe,10785,NA,NA,0.016
17328_4#11,2013,Latvia,Europe,5,NA,NA,0.032
17328_4#12,2013,Latvia,Europe,5,NA,NA,0.023
17328_4#13,2013,Latvia,Europe,5,0.5,NA,0.032
17328_4#14,2013,Latvia,Europe,5,NA,NA,0.023
17328_4#15,2013,Latvia,Europe,5,0.5,NA,0.023
17328_4#16,2013,Latvia,Europe,10828,NA,NA,0.023
17328_4#17,2013,Latvia,Europe,4269,NA,NA,0.125
17328_4#18,2013,Latvia,Europe,4269,NA,NA,0.125
17328_4#19,2013,Latvia,Europe,10828,NA,NA,0.016
17328_4#2,2013,Germany,Europe,5441,NA,NA,0.016
17328_4#20,2013,Latvia,Europe,5,0.5,NA,0.016
17328_4#21,2013,Latvia,Europe,4269,NA,NA,0.125
17328_4#22,2013,Latvia,Europe,5,0.5,NA,0.023
17328_4#23,2013,Latvia,Europe,10778,NA,NA,0.19
17328_4#24,2013,Latvia,Europe,5,0.75,NA,0.023
17328_4#25,2013,Latvia,Europe,5,0.75,NA,0.023
17328_4#26,2013,Latvia,Europe,7698,NA,NA,0.016
17328_4#27,2013,Latvia,Europe,5341,NA,NA,0.016
17328_4#28,2013,Latvia,Europe,10828,NA,NA,0.016
17328_4#29,2013,Latvia,Europe,10786,NA,NA,0.016
17328_4#3,2013,Germany,Europe,5441,NA,NA,0.016
17328_4#30,2013,Latvia,Europe,5119,NA,NA,0.016
17328_4#31,2013,Latvia,Europe,5119,NA,NA,0.016
17328_4#32,2013,Latvia,Europe,10828,NA,NA,0.016
17328_4#33,2013,Latvia,Europe,3485,0.75,NA,0.032
17328_4#34,2013,Latvia,Europe,10779,NA,NA,0.016
17328_4#35,2013,Latvia,Europe,21,NA,NA,0.016
17328_4#36,2013,Latvia,Europe,21,NA,NA,0.016
17328_4#37,2013,Latvia,Europe,10829,NA,NA,0.016
17328_4#38,2013,Latvia,Europe,5,12,NA,0.016
17328_4#39,2013,Latvia,Europe,3227,NA,NA,0.016
17328_4#4,2013,Germany,Europe,9500,NA,NA,0.016
17328_4#40,2013,Latvia,Europe,3227,NA,NA,0.016
17328_4#41,2013,Latvia,Europe,21,0.75,NA,0.016
17328_4#42,2013,Latvia,Europe,10787,NA,NA,0.016
17328_4#43,2013,Latvia,Europe,5,0.75,NA,0.016
17328_4#44,2013,Iceland,Europe,2400,0.19,8,0.064
17328_4#45,2013,Iceland,Europe,1034,0.25,0.008,0.047
17328_4#46,2013,Iceland,Europe,9541,0.125,32,0.016
17328_4#47,2013,Iceland,Europe,11080,0.38,0.003,0.016
17328_4#48,2013,Iceland,Europe,10640,0.5,0.002,0.016
17328_4#49,2013,UK,Europe,8919,0.125,0.03,0.008
17328_4#5,2013,Germany,Europe,5441,NA,NA,0.016
17328_4#50,2013,UK,Europe,2992,0.25,0.03,0.008
17328_4#51,2013,UK,Europe,995,0.125,0.03,0.008
17328_4#52,2013,UK,Europe,995,0.125,0.03,0.008
17328_4#53,2013,UK,Europe,2992,0.25,0.03,0.008
17328_4#54,2013,UK,Europe,8417,0.125,0.03,0.008
17328_4#55,2013,UK,Europe,6360,0.25,16,0.03
17328_4#56,2013,UK,Europe,9362,0.125,16,0.03
17328_4#57,2013,UK,Europe,645,0.125,0.03,0.008
17328_4#58,2013,UK,Europe,51,0.03,0.03,0.015
17328_4#59,2013,UK,Europe,8997,0.125,0.03,0.004
17328_4#6,2013,Latvia,Europe,5,NA,NA,0.032
17328_4#60,2013,UK,Europe,51,0.03,0.03,0.008
17328_4#61,2013,UK,Europe,2400,0.25,16,0.047
17328_4#62,2013,UK,Europe,8997,0.125,0.03,0.015
17328_4#63,2013,UK,Europe,10149,0.25,8,0.047
17328_4#64,2013,UK,Europe,51,0.03,0.03,0.015
17328_4#65,2013,UK,Europe,51,0.03,0.03,0.015
17328_4#66,2013,UK,Europe,384,0.125,0.03,0.008
17328_4#67,2013,UK,Europe,11609,0.125,0.03,0.008
17328_4#68,2013,UK,Europe,51,0.06,0.03,0.03
17328_4#69,2013,UK,Europe,292,0.125,0.03,0.03
17328_4#7,2013,Latvia,Europe,10828,NA,NA,0.023
17328_4#70,2013,UK,Europe,11610,0.125,0.03,0.008
17328_4#71,2013,UK,Europe,292,0.125,0.03,0.015
17328_4#72,2013,UK,Europe,1780,0.25,0.03,0.004
17328_4#73,2013,UK,Europe,4945,0.5,16,0.5
17328_4#74,2013,UK,Europe,1407,0.5,16,0.094
17328_4#75,2013,UK,Europe,8642,0.25,0.03,0.004
17328_4#76,2013,UK,Europe,21,0.125,0.03,0.004
17328_4#77,2013,UK,Europe,2487,0.25,8,0.008
17328_4#78,2013,UK,Europe,51,0.03,0.03,0.015
17328_4#79,2013,UK,Europe,11611,0.03,0.03,0.008
17328_4#8,2013,Latvia,Europe,5,NA,NA,0.023
17328_4#80,2013,UK,Europe,11023,0.25,0.03,0.015
17328_4#81,2013,UK,Europe,292,0.125,0.03,0.015
17328_4#82,2013,UK,Europe,2400,0.25,16,0.047
17328_4#9,2013,Latvia,Europe,5,NA,NA,0.016
17427_1#1,2013,UK,Europe,995,0.125,0.03,0.008
17427_1#10,2013,UK,Europe,843,0.25,0.03,0.03
17427_1#11,2013,UK,Europe,11004,0.125,0.03,0.015
17427_1#12,2013,UK,Europe,8845,0.25,4,0.064
17427_1#13,2013,UK,Europe,2400,0.25,16,0.047
17427_1#14,2013,UK,Europe,11612,0.25,8,0.015
17427_1#15,2013,UK,Europe,1780,0.125,0.03,0.004
17427_1#16,2013,UK,Europe,21,0.125,0.03,0.008
17427_1#17,2013,UK,Europe,8919,0.125,0.03,0.008
17427_1#18,2013,UK,Europe,5793,0.125,0.03,0.004
17427_1#19,2013,UK,Europe,4995,0.25,8,0.008
17427_1#2,2013,UK,Europe,1285,0.125,2,0.008
17427_1#20,2013,UK,Europe,292,0.125,0.03,0.015
17427_1#21,2013,UK,Europe,7345,0.25,16,0.047
17427_1#22,2013,UK,Europe,292,0.125,0.03,0.008
17427_1#23,2013,UK,Europe,1780,0.125,0.03,0.008
17427_1#24,2013,UK,Europe,5294,0.125,0.03,0.008
17427_1#25,2013,UK,Europe,809,0.25,16,0.008
17427_1#26,2013,UK,Europe,1780,0.125,0.03,0.004
17427_1#27,2013,UK,Europe,2992,0.25,0.03,0.015
17427_1#28,2013,UK,Europe,292,0.125,0.03,0.015
17427_1#29,2013,UK,Europe,21,0.125,0.03,0.008
17427_1#3,2013,UK,Europe,4995,0.25,8,0.008
17427_1#30,2013,UK,Europe,4995,0.25,8,0.008
17427_1#31,2013,UK,Europe,8919,0.125,0.03,0.008
17427_1#32,2013,UK,Europe,1780,0.125,0.03,0.004
17427_1#33,2013,UK,Europe,10419,0.38,0.06,0.016
17427_1#34,2013,UK,Europe,26,0.25,0.03,0.008
17427_1#35,2013,UK,Europe,2992,0.25,0.03,0.008
17427_1#36,2013,UK,Europe,10149,0.125,8,0.047
17427_1#37,2013,UK,Europe,4995,0.25,8,0.008
17427_1#38,2013,UK,Europe,10419,0.25,0.03,0.008
17427_1#39,2013,UK,Europe,5185,0.03,0.03,0.002
17427_1#4,2013,UK,Europe,4995,0.25,8,0.008
17427_1#40,2013,UK,Europe,11005,0.125,0.03,0.015
17427_1#41,2013,UK,Europe,11005,0.125,0.03,0.008
17427_1#42,2013,UK,Europe,239,0.03,0.03,0.004
17427_1#43,2013,UK,Europe,384,0.125,0.03,0.008
17427_1#44,2013,UK,Europe,51,0.03,0.03,0.008
17427_1#45,2013,UK,Europe,51,0.03,0.03,0.008
17427_1#46,2013,UK,Europe,1407,0.25,16,0.19
17427_1#47,2013,UK,Europe,1407,0.25,16,0.094
17427_1#48,2013,UK,Europe,4995,0.25,8,0.008
17427_1#49,2013,UK,Europe,2,0.03,0.03,0.015
17427_1#5,2013,UK,Europe,2992,0.5,0.03,0.015
17427_1#50,2013,UK,Europe,7445,0.125,0.03,0.015
17427_1#51,2013,UK,Europe,51,0.06,0.03,0.015
17427_1#52,2013,UK,Europe,51,0.06,0.03,0.015
17427_1#53,2013,UK,Europe,730,0.125,0.03,0.008
17427_1#54,2013,UK,Europe,8148,0.03,0.03,0.015
17427_1#55,2013,UK,Europe,5793,0.125,0.03,0.004
17427_1#56,2013,UK,Europe,9901,0.125,0.006,0.008
17427_1#57,2013,UK,Europe,11078,0.06,0.03,0.004
17427_1#58,2013,UK,Europe,11079,0.125,0.03,0.015
17427_1#59,2013,UK,Europe,25,0.06,0.03,0.008
17427_1#6,2013,UK,Europe,2992,0.25,0.03,0.008
17427_1#60,2013,UK,Europe,7164,0.125,0.03,0.008
17427_1#61,2013,UK,Europe,2992,0.25,0.03,0.015
17427_1#62,2013,UK,Europe,9705,0.125,0.03,0.015
17427_1#63,2013,UK,Europe,51,0.06,0.03,0.008
17427_1#64,2013,UK,Europe,2992,0.25,0.03,0.008
17427_1#65,2013,UK,Europe,26,0.125,0.03,0.008
17427_1#66,2013,UK,Europe,8987,0.25,16,0.094
17427_1#67,2013,Cyprus,Europe,1407,1,NA,0.064
17427_1#68,2013,Cyprus,Europe,1407,0.75,NA,0.125
17427_1#69,2013,Cyprus,Europe,1407,NA,NA,0.094
17427_1#7,2013,UK,Europe,2992,0.25,0.03,0.008
17427_1#70,2013,Cyprus,Europe,-,NA,NA,0.016
17427_1#71,2013,Cyprus,Europe,-,NA,NA,0.016
17427_1#72,2013,Cyprus,Europe,6146,NA,NA,0.064
17427_1#73,2013,Cyprus,Europe,4269,NA,NA,0.125
17427_1#74,2013,Cyprus,Europe,10803,NA,NA,0.094
17427_1#75,2013,Malta,Europe,2992,0.19,0.002,0.016
17427_1#76,2013,Malta,Europe,9905,0.064,1,0.016
17427_1#77,2013,Malta,Europe,437,0.5,8,0.016
17427_1#78,2013,Malta,Europe,8422,0.25,0.008,0.016
17427_1#79,2013,Malta,Europe,2992,0.5,0.002,0.016
17427_1#8,2013,UK,Europe,2400,0.25,16,0.047
17427_1#80,2013,Malta,Europe,2992,0.125,0.002,0.016
17427_1#81,2013,Malta,Europe,2992,0.094,0.002,0.016
17427_1#82,2013,Malta,Europe,2992,0.25,0.02,0.016
17427_1#83,2013,Malta,Europe,484,0.016,1,0.016
17427_1#84,2013,Malta,Europe,1407,0.125,0.012,0.19
17427_1#85,2013,Malta,Europe,1407,0.016,0.75,0.016
17427_1#86,2013,Malta,Europe,4822,0.125,16,0.064
17427_1#87,2013,Malta,Europe,4684,0.094,0.002,0.016
17427_1#88,2013,Malta,Europe,10788,0.25,0.002,0.016
17427_1#89,2013,Malta,Europe,9905,0.016,1.5,0.016
17427_1#9,2013,UK,Europe,3935,0.5,0.03,0.015
17427_1#90,2013,Malta,Europe,2992,0.125,0.002,0.016
17427_1#91,2013,Malta,Europe,484,0.016,1.5,0.016
17427_1#92,2013,Malta,Europe,10788,0.5,0.003,0.016
17427_1#93,2013,Malta,Europe,7445,0.5,0.002,0.016
17427_1#94,2013,Malta,Europe,2992,0.25,0.002,0.016
17428_6#1,2013,Portugal,Europe,5004,0.125,0.004,0.016
17428_6#10,2013,Portugal,Europe,1034,1,0.016,0.016
17428_6#11,2013,Portugal,Europe,1407,0.047,2,0.016
17428_6#12,2013,Portugal,Europe,7445,1.5,0.004,0.016
17428_6#13,2013,Portugal,Europe,7445,0.5,0.002,0.016
17428_6#14,2013,Portugal,Europe,2400,0.25,24,0.016
17428_6#15,2013,Portugal,Europe,8907,0.125,0.75,0.016
17428_6#16,2013,Portugal,Europe,8154,0.125,0.002,0.016
17428_6#17,2013,Portugal,Europe,225,0.5,32,0.023
17428_6#18,2013,Portugal,Europe,292,0.125,0.004,0.016
17428_6#19,2013,Portugal,Europe,1034,0.75,0.012,0.016
17428_6#2,2013,Portugal,Europe,1780,0.125,0.003,0.016
17428_6#20,2013,Portugal,Europe,7445,0.75,0.004,0.016
17428_6#21,2013,Portugal,Europe,1407,0.5,32,0.094
17428_6#22,2013,Portugal,Europe,5421,0.064,1,0.016
17428_6#23,2013,Portugal,Europe,2212,0.38,32,0.047
17428_6#24,2013,Portugal,Europe,4261,0.125,0.003,0.016
17428_6#25,2013,Portugal,Europe,8149,0.094,0.003,0.016
17428_6#26,2013,Portugal,Europe,4338,0.023,0.004,0.016
17428_6#27,2013,Portugal,Europe,7445,0.75,0.004,0.016
17428_6#28,2013,Portugal,Europe,4330,0.047,0.003,0.016
17428_6#29,2013,Portugal,Europe,38,0.25,0.004,0.016
17428_6#30,2013,Portugal,Europe,8908,0.25,0.004,0.016
17428_6#31,2013,Portugal,Europe,1034,0.75,0.016,0.016
17428_6#32,2013,Portugal,Europe,9155,0.25,0.012,0.016
17428_6#33,2013,Portugal,Europe,5335,0.125,32,0.047
17428_6#34,2013,Portugal,Europe,9156,0.016,0.002,0.016
17428_6#35,2013,Portugal,Europe,2018,0.016,12,0.016
17428_6#36,2013,Portugal,Europe,13113,0.047,0.002,0.016
17428_6#37,2013,Portugal,Europe,7445,0.5,0.002,0.016
17428_6#38,2013,Portugal,Europe,3394,0.25,6,0.016
17428_6#39,2013,Portugal,Europe,2992,0.5,0.004,0.016
17428_6#4,2013,Portugal,Europe,3394,1,32,0.016
17428_6#40,2013,Portugal,Europe,1407,0.064,0.008,0.016
17428_6#41,2013,Portugal,Europe,1582,0.125,4,0.016
17428_6#42,2013,Portugal,Europe,2,0.032,0.002,0.016
17428_6#43,2013,Portugal,Europe,1407,0.25,32,0.047
17428_6#44,2013,Portugal,Europe,8127,0.064,3,0.016
17428_6#45,2013,Portugal,Europe,1407,0.5,32,0.047
17428_6#46,2013,Portugal,Europe,7445,0.5,0.003,0.016
17428_6#47,2013,Portugal,Europe,1407,0.125,32,0.125
17428_6#48,2013,Portugal,Europe,2212,0.047,32,0.016
17428_6#49,2013,Portugal,Europe,1407,1,32,0.016
17428_6#5,2013,Portugal,Europe,9154,0.047,0.002,0.016
17428_6#50,2013,Portugal,Europe,multiple,0.38,32,0.064
17428_6#51,2013,Portugal,Europe,1407,0.5,32,0.047
17428_6#52,2013,Portugal,Europe,1407,0.125,32,0.064
17428_6#53,2013,Portugal,Europe,9158,0.094,32,0.047
17428_6#54,2013,Portugal,Europe,7445,0.75,0.003,0.016
17428_6#55,2013,Portugal,Europe,38,0.094,0.004,0.016
17428_6#56,2013,Portugal,Europe,9157,0.032,1,0.016
17428_6#57,2013,Portugal,Europe,2,0.047,0.004,0.016
17428_6#58,2013,Portugal,Europe,7445,0.75,0.004,0.016
17428_6#59,2013,Portugal,Europe,1407,0.094,32,0.032
17428_6#6,2013,Portugal,Europe,2400,0.5,16,0.023
17428_6#60,2013,Portugal,Europe,5562,0.12,0.004,0.016
17428_6#61,2013,Portugal,Europe,1407,1,32,0.125
17428_6#62,2013,Portugal,Europe,7445,0.75,0.002,0.016
17428_6#63,2013,Portugal,Europe,1034,1.5,0.012,0.016
17428_6#64,2013,Portugal,Europe,1407,0.19,12,0.047
17428_6#65,2013,Portugal,Europe,8149,0.064,0.003,0.016
17428_6#66,2013,Portugal,Europe,multiple,0.19,2,0.016
17428_6#67,2013,Portugal,Europe,multiple,0.125,0.003,0.016
17428_6#68,2013,Portugal,Europe,8126,0.38,32,0.016
17428_6#69,2013,Portugal,Europe,-,0.125,0.003,0.016
17428_6#7,2013,Portugal,Europe,1407,0.75,16,0.047
17428_6#70,2013,Portugal,Europe,387,0.016,0.002,0.016
17428_6#71,2013,Portugal,Europe,8154,0.38,0.004,0.016
17428_6#72,2013,Portugal,Europe,11500,0.75,0.003,0.016
17428_6#73,2013,Portugal,Europe,9398,0.5,8,0.047
17428_6#74,2013,Portugal,Europe,2400,0.25,32,0.016
17428_6#75,2013,Portugal,Europe,7414,0.094,8,0.016
17428_6#76,2013,Portugal,Europe,10079,0.38,6,0.016
17428_6#77,2013,Portugal,Europe,7445,0.75,0.006,0.016
17428_6#78,2013,Portugal,Europe,1407,0.047,4,0.016
17428_6#79,2013,Portugal,Europe,5335,0.38,32,0.047
17428_6#8,2013,Portugal,Europe,50,0.25,0.003,0.016
17428_6#80,2013,Portugal,Europe,9158,0.064,6,0.023
17428_6#81,2013,Portugal,Europe,-,0.25,0.002,0.016
17428_6#82,2013,Portugal,Europe,3431,0.5,32,0.032
17428_6#83,2013,Portugal,Europe,4338,0.023,0.002,0.016
17428_6#84,2013,Portugal,Europe,8147,0.064,0.003,0.016
17428_6#85,2013,Portugal,Europe,1407,0.5,32,0.032
17428_6#86,2013,Portugal,Europe,8316,0.125,0.003,0.016
17428_6#87,2013,Portugal,Europe,1407,0.5,16,0.047
17428_6#88,2013,Portugal,Europe,3431,0.5,32,0.032
17428_6#89,2013,Portugal,Europe,2,0.125,3,0.016
17428_6#9,2013,Portugal,Europe,8147,0.047,0.003,0.016
17428_6#90,2013,Portugal,Europe,1407,0.38,0.008,0.016
17428_7#1,2013,Portugal,Europe,6360,0.38,32,0.016
17428_7#10,2013,Portugal,Europe,8328,0.094,0.003,0.016
17428_7#11,2013,Portugal,Europe,-,0.125,3,0.016
17428_7#12,2013,Portugal,Europe,2,0.047,0.003,0.016
17428_7#13,2013,Portugal,Europe,10053,0.125,3,0.016
17428_7#14,2013,Portugal,Europe,7445,1.5,0.006,0.016
17428_7#15,2013,Portugal,Europe,5267,0.125,32,0.016
17428_7#16,2013,Portugal,Europe,1132,0.5,32,0.016
17428_7#17,2013,Portugal,Europe,5119,0.75,0.003,0.016
17428_7#18,2013,Portugal,Europe,10057,0.125,0.003,0.016
17428_7#19,2013,Portugal,Europe,7445,0.75,0.004,0.016
17428_7#2,2013,Portugal,Europe,10053,0.19,3,0.016
17428_7#20,2013,Spain,Europe,239,0.03,0.007,0.007
17428_7#21,2013,Spain,Europe,1407,0.5,16,0.25
17428_7#22,2013,Spain,Europe,995,0.25,0.007,0.06
17428_7#23,2013,Spain,Europe,661,0.25,16,0.03
17428_7#24,2013,Spain,Europe,5405,0.06,2,0.015
17428_7#25,2013,Spain,Europe,5526,0.06,16,0.03
17428_7#26,2013,Spain,Europe,2992,2,0.007,0.015
17428_7#27,2013,Spain,Europe,2400,0.25,16,0.12
17428_7#28,2013,Spain,Europe,21,0.5,0.015,0.06
17428_7#29,2013,Spain,Europe,225,0.25,32,0.06
17428_7#3,2013,Portugal,Europe,2400,0.75,32,0.016
17428_7#30,2013,Spain,Europe,1407,0.5,32,0.5
17428_7#31,2013,Spain,Europe,5120,0.12,0.007,0.007
17428_7#32,2013,Spain,Europe,8517,0.5,0.007,0.03
17428_7#33,2013,Spain,Europe,5230,0.25,0.007,0.03
17428_7#34,2013,Spain,Europe,1407,0.5,32,0.25
17428_7#35,2013,Spain,Europe,2400,0.25,16,0.06
17428_7#36,2013,Spain,Europe,292,0.12,0.007,0.03
17428_7#37,2013,Spain,Europe,2992,0.25,0.003,0.12
17428_7#38,2013,Spain,Europe,4120,8,32,0.12
17428_7#39,2013,Spain,Europe,4120,8,32,0.25
17428_7#4,2013,Portugal,Europe,10054,0.064,0.003,0.016
17428_7#40,2013,Spain,Europe,1407,0.5,16,0.25
17428_7#41,2013,Spain,Europe,225,0.25,8,0.12
17428_7#42,2013,Spain,Europe,9190,0.25,0.007,0.06
17428_7#43,2013,Spain,Europe,9190,0.25,0.007,0.12
17428_7#44,2013,Spain,Europe,2992,0.5,0.007,0.06
17428_7#45,2013,Spain,Europe,5441,0.12,0.007,0.015
17428_7#46,2013,Spain,Europe,807,0.06,0.007,0.03
17428_7#47,2013,Spain,Europe,21,0.5,0.015,0.06
17428_7#48,2013,Spain,Europe,6206,0.12,0.007,0.03
17428_7#49,2013,Spain,Europe,21,0.5,0.015,0.12
17428_7#5,2013,Portugal,Europe,5793,0.38,0.006,0.016
17428_7#50,2013,Spain,Europe,4120,8,32,0.06
17428_7#51,2013,Spain,Europe,5624,0.25,4,0.03
17428_7#52,2013,Spain,Europe,13302,0.25,4,0.03
17428_7#53,2013,Spain,Europe,-,0.25,4,0.06
17428_7#54,2013,Spain,Europe,multiple,0.25,32,0.12
17428_7#55,2013,Spain,Europe,2212,0.5,32,0.12
17428_7#56,2013,Spain,Europe,2400,0.25,16,0.06
17428_7#57,2013,Spain,Europe,2400,0.25,16,0.06
17428_7#58,2013,Spain,Europe,2400,0.25,16,0.06
17428_7#59,2013,Spain,Europe,6335,0.25,0.007,0.06
17428_7#6,2013,Portugal,Europe,1034,1.5,0.012,0.023
17428_7#60,2013,Spain,Europe,2400,0.25,16,0.06
17428_7#61,2013,Spain,Europe,5793,0.12,0.007,0.015
17428_7#62,2013,Spain,Europe,multiple,0.06,0.007,0.015
17428_7#63,2013,Spain,Europe,8820,0.25,32,0.06
17428_7#64,2013,Spain,Europe,1034,0.5,0.015,0.12
17428_7#65,2013,Spain,Europe,-,0.25,32,0.12
17428_7#66,2013,Spain,Europe,multiple,8,32,0.06
17428_7#67,2013,Spain,Europe,2992,0.5,0.007,0.03
17428_7#68,2013,Spain,Europe,5445,1,0.015,0.06
17428_7#69,2013,Spain,Europe,2400,0.5,16,0.12
17428_7#7,2013,Portugal,Europe,387,0.125,0.003,0.016
17428_7#70,2013,Spain,Europe,9165,0.12,8,0.06
17428_7#71,2013,Spain,Europe,2992,0.25,0.007,0.12
17428_7#72,2013,Spain,Europe,225,0.25,32,0.12
17428_7#73,2013,Spain,Europe,11414,0.25,0.007,0.03
17428_7#74,2013,Spain,Europe,1407,0.5,32,0.5
17428_7#75,2013,Spain,Europe,8093,0.12,32,0.12
17428_7#76,2013,Spain,Europe,317,0.12,0.094,0.03
17428_7#77,2013,Spain,Europe,multiple,0.5,32,0.06
17428_7#78,2013,Spain,Europe,2493,0.5,32,0.06
17428_7#79,2013,Spain,Europe,2992,0.5,0.007,0.03
17428_7#8,2013,Portugal,Europe,5624,0.5,3,0.016
17428_7#80,2013,Spain,Europe,4275,0.25,16,0.12
17428_7#81,2013,Spain,Europe,2,0.25,0.004,0.12
17428_7#82,2013,Spain,Europe,2400,0.25,16,0.032
17428_7#83,2013,Spain,Europe,3378,0.5,16,0.25
17428_7#84,2013,Spain,Europe,3158,0.5,32,0.5
17428_7#85,2013,Spain,Europe,9971,0.12,1,0.007
17428_7#86,2013,Spain,Europe,9972,0.25,16,0.12
17428_7#87,2013,Spain,Europe,9972,0.25,16,0.12
17428_7#88,2013,France,Europe,5624,0.25,6,0.016
17428_7#89,2013,France,Europe,7994,0.19,0.008,0.016
17428_7#9,2013,Portugal,Europe,-,0.38,6,0.016
17428_7#90,2013,France,Europe,6360,0.25,32,0.047
17651_3#1,2013,France,Europe,2400,0.19,32,0.047
17651_3#10,2013,France,Europe,10645,0.094,3,0.016
